Hora,Azimut,Elevación,Velocidad Azimut,Velocidad Elevación,Delta Tiempo,tiempo_jd
19:53:56,36.266926342940835,36.11250686645508,0.001926738455009195,0.0024514724104015852,14.400002360343933,2459575.5374566666
19:54:10,36.23918130464094,36.14789962768555,0.0019243654339166246,0.002457830238135004,14.400002360343933,2459575.5376233333
19:54:25,36.21147043785037,36.183147430419936,0.0019283908240937673,0.0024477636775572962,14.400002360343933,2459575.53779
19:54:39,36.18370160543176,36.21837615966798,0.0019259725962621126,0.002446439130111744,14.400002360343933,2459575.5379566667
19:54:53,36.155967595499625,36.25346374511719,0.0019429021407006335,0.0024366374790209754,14.400002360343933,2459575.5381233334
19:55:8,36.12798980008762,36.28876113891601,0.0019404977925437815,0.0024512143495243393,14.39996212720871,2459575.53829
19:55:22,36.100046705367056,36.32392120361328,0.0019445346761431134,0.002441670759311803,14.400002360343933,2459575.5384566663
19:55:37,36.072045401440825,36.35905456542969,0.0019485812079158792,0.0024398163928889185,14.400002360343933,2459575.538623333
19:55:51,36.043985827447514,36.3941650390625,0.0019526319650448071,0.0024382269359554407,14.400002360343933,2459575.5387899997
19:56:5,36.015867922541986,36.42925262451172,0.001956686946348126,0.0024366374790219625,14.400002360343933,2459575.5389566664
19:56:20,35.98769162589612,36.464317321777344,0.0019607461505833745,0.0024350480220884842,14.400002360343933,2459575.539123333
19:56:34,35.95945687669968,36.499351501464844,0.0019648040811477857,0.0024329287461771804,14.400002360343933,2459575.5392899998
19:56:49,35.93116369329354,36.53437423706055,0.0019688772111356215,0.002432134017710441,14.400002360343933,2459575.5394566664
19:57:3,35.90281185680596,36.56936264038087,0.001966366067325779,0.0024297498323107175,14.400002360343933,2459575.539623333
19:57:17,35.87449618079517,36.6042137145996,0.001983608167638407,0.0024202130907083684,14.400002360343933,2459575.53979
19:57:32,35.84593221849918,36.639278411865234,0.001981105455192418,0.0024350480220889778,14.400002360343933,2459575.5399566665
19:57:46,35.81740429526832,36.6741943359375,0.001985189967930413,0.0024247165520208764,14.400002360343933,2459575.540123333
19:58:1,35.78881755504439,36.7090950012207,0.0019892786922138905,0.0024236569140652243,14.400002360343933,2459575.54029
19:58:15,35.76017193718113,36.74396514892578,0.001993371627081152,0.0024215376381539204,14.400002360343933,2459575.5404566666
19:58:29,35.731467381046116,36.778812408447266,0.001997468769856807,0.002419948181220442,14.400002360343933,2459575.5406233333
19:58:44,35.702703826045465,36.813636779785156,0.0020015701219298666,0.002418358724286964,14.400002360343933,2459575.54079
19:58:58,35.67388121156528,36.84843826293945,0.0020056756756141355,0.0024167692673534857,14.400002360343933,2459575.5409566667
19:59:13,35.64499947710235,36.883209228515625,0.002009791050559989,0.0024146567379140656,14.39996212720871,2459575.5411233334
19:59:27,35.616058562090686,36.91796112060546,0.0020072089582983234,0.002405308064066661,14.448000490665436,2459575.5412899996
19:59:41,35.58705840607632,36.95269012451172,0.00202476650893046,0.0024198016771489503,14.35200423002243,2459575.541457222
19:59:56,35.557998948575346,36.98739242553711,0.002022139903010758,0.002409881620641747,14.400002360343933,2459575.541623333
20:0:10,35.528880129199045,37.02206420898437,0.002026266452073315,0.00240776234472995,14.400002360343933,2459575.5417899997
20:0:25,35.499701887506504,37.05671691894531,0.002030397189169796,0.0024064377972863715,14.400002360343933,2459575.5419566664
20:0:39,35.47046416319002,37.09134674072266,0.0020345264276031075,0.0024048483403528932,14.400002360343933,2459575.542123333
20:0:53,35.441166977830356,37.12594985961914,0.002038671220592991,0.0024029939739295156,14.400002360343933,2459575.54229
20:1:8,35.41181010744185,37.16053009033203,0.0020496305679048336,0.002401404516996531,14.400002360343933,2459575.5424566665
20:1:22,35.38229542242619,37.195194244384766,0.0020333161145494037,0.0024072325257526173,14.400002360343933,2459575.542623333
20:1:37,35.35301566557735,37.2294921875,0.0020648259742256096,0.0023897667925353427,14.35200423002243,2459575.54279
20:1:51,35.323381274461006,37.26411056518555,0.002048441617361058,0.0023960670341832504,14.448000490665436,2459575.542956111
20:2:5,35.293785388968274,37.29858779907226,0.002059429495908614,0.0023942519607953855,14.400002360343933,2459575.5431233332
20:2:20,35.26412959936623,37.33304214477539,0.0020635936705876213,0.0023926625038628944,14.400002360343933,2459575.54329
20:2:34,35.234413845638976,37.36746978759766,0.002067762011927036,0.0023908081374405033,14.400002360343933,2459575.5434566666
20:2:49,35.2046380677866,37.40187454223633,0.0020650512834165568,0.0023812813863685147,14.448000490665436,2459575.5436233333
20:3:3,35.174802205830545,37.43625259399414,0.002083054427461834,0.0023953484967554786,14.35200423002243,2459575.5437905556
20:3:17,35.144906199876246,37.470603942871094,0.0020802978195904203,0.0023855166127170774,14.39996212720871,2459575.5439566667
20:3:32,35.11494999006083,37.50492858886718,0.002070620244479708,0.002375736768438173,14.448000490665436,2459575.544123333
20:3:46,35.085033667752604,37.53911590576171,0.002109621807259416,0.002382058724802774,14.35200423002243,2459575.544290555
20:4:1,35.05475636665107,37.5736198425293,0.0020858904261461665,0.0023961063272187636,14.400002360343933,2459575.5444566663
20:4:15,35.024719539591146,37.607757568359375,0.0021040537400881156,0.0023706750162826203,14.400002360343933,2459575.544623333
20:4:29,34.99442116076759,37.642093658447266,0.001886719812245761,0.00214815094490894,15.984021127223969,2459575.5447899997
20:4:45,34.9642637914275,37.67617416381835,0.002211978310215948,0.0022397851784274753,15.215970575809479,2459575.544975
20:5:1,34.930606394544924,37.71410369873047,0.002237296356666323,0.0026428040505153336,14.35200423002243,2459575.5451511107
20:5:15,34.898496707770235,37.750186920166016,0.0021075656003625943,0.0024974543334809218,14.448000490665436,2459575.545317222
20:5:29,34.86804659894209,37.78429794311523,0.0020110729447625026,0.0021276810114332473,16.03201925754547,2459575.545484444
20:5:45,34.835805038763326,37.8203239440918,0.002236632938496786,0.002501805213295059,14.400002360343933,2459575.54567
20:6:0,34.80359751916975,37.856201171875,0.0021277243958494545,0.0024914737432269575,14.400002360343933,2459575.5458366666
20:6:14,34.772958282847355,37.890235900878906,0.002146223075413923,0.0023714269072406106,14.35200423002243,2459575.5460033333
20:6:29,34.74215568019044,37.92435836791992,0.0020149048215476334,0.0022425429170626755,15.215970575809479,2459575.5461694445
20:6:44,34.71149694771272,37.95822525024414,0.002261850751321355,0.0023518664425697957,14.400002360343933,2459575.546345555
20:6:58,34.678926291554944,37.994110107421875,0.0021449158574712228,0.0024920035622047836,14.400002360343933,2459575.546512222
20:7:13,34.64803949814462,38.02803802490235,0.0021558539346927257,0.0021226146543744154,15.984021127223969,2459575.5466788886
20:7:29,34.61358028330528,38.06578063964844,0.002146712043334146,0.0026210144833049313,14.400002360343933,2459575.546863889
20:7:43,34.58266762481429,38.099536895751946,0.0021583879180531234,0.002105557651498379,16.031979024410248,2459575.5470305556
20:7:59,34.54806439498552,38.13722229003906,0.0021629931305094034,0.00248453077443875,15.1680126786232,2459575.547216111
20:8:14,34.51525608775818,38.1728401184082,0.0021746096215637563,0.0024734598979808723,14.400002360343933,2459575.5473916666
20:8:29,34.48394170407484,38.20674133300781,0.0021644475692700394,0.0023464295022354318,14.448000490665436,2459575.5475583333
20:8:43,34.452669764532004,38.24050140380859,0.0021759358861860446,0.002344448976879738,14.400002360343933,2459575.5477255555
20:8:57,34.42133628263497,38.27423858642578,0.0021802137161696,0.002342859519947247,14.400002360343933,2459575.547892222
20:9:12,34.38994119997607,38.307945251464844,0.0021844955996769204,0.002340740244035449,14.400002360343933,2459575.548058889
20:9:26,34.35848445818456,38.341629028320305,0.0021887815249411247,0.0023391507871014777,14.400002360343933,2459575.5482255556
20:9:41,34.326965999059134,38.3752784729004,0.00219307149286618,0.0023367666017027407,14.400002360343933,2459575.5483922223
20:9:55,34.29538576438546,38.408905029296875,0.002197371634546348,0.002335183669194514,14.39996212720871,2459575.548558889
20:10:9,34.26374369606859,38.44250488281251,0.002194317787497131,0.002333322778346378,14.400002360343933,2459575.548725555
20:10:24,34.232145514749284,38.4759635925293,0.0022133287048276356,0.0023312917959429475,14.35200423002243,2459575.548892222
20:10:38,34.20037981181517,38.50951385498047,0.0022102644697363527,0.0023221387951120314,14.448000490665436,2459575.549058333
20:10:53,34.16844590967192,38.54314041137695,0.0022145817297450454,0.0023351771447682754,14.400002360343933,2459575.5492255553
20:11:7,34.13655592753641,38.57663345336914,0.0022115243550044467,0.002318178353733216,14.448000490665436,2459575.549392222
20:11:21,34.10460382257019,38.6100959777832,0.002230642868911259,0.0023315575913824965,14.35200423002243,2459575.549559444
20:11:36,34.07258962667991,38.6435317993164,0.0022201039534838632,0.0023219316703221313,14.400002360343933,2459575.5497255553
20:11:50,34.04062012450953,38.67682647705079,0.0022392940464914927,0.0023121300192338297,14.400002360343933,2459575.549892222
20:12:5,34.00837428495455,38.71031951904296,0.002236192077852227,0.002325905312655333,14.400002360343933,2459575.5500588887
20:12:19,33.976173113755294,38.74367141723633,0.002240526097809609,0.0023161036615670315,14.400002360343933,2459575.5502255554
20:12:33,33.943909532658424,38.77699661254882,0.002244856847106925,0.002321988955576054,14.35200423002243,2459575.550392222
20:12:48,33.91169133769295,38.81017684936525,0.002241751403402541,0.0022889238391889787,14.495998620986938,2459575.5505583333
20:13:2,33.87919491244063,38.84356307983398,0.002253544681949856,0.0023262416825999294,14.35200423002243,2459575.550726111
20:13:17,33.84685202963274,38.87669372558594,0.0022654205474245954,0.0023007389112100762,14.400002360343933,2459575.550892222
20:13:31,33.81422996840266,38.91001510620117,0.0022622555655121782,0.002313984385655234,14.400002360343933,2459575.551058889
20:13:45,33.78165348291958,38.943199157714844,0.0022666132828988274,0.0023044476440543652,14.400002360343933,2459575.5512255556
20:14:0,33.74901424629585,38.976356506347656,0.002270981276582074,0.002302599711020193,14.39996212720871,2459575.5513922223
20:14:14,33.71631220192147,39.00947952270508,0.0022753404958994515,0.002300209092231757,14.400002360343933,2459575.5515588885
20:14:29,33.68354729340993,39.04258346557617,0.002272103970308283,0.0022988845447871917,14.400002360343933,2459575.551725555
20:14:43,33.650828990874544,39.07554626464845,0.00229168934982151,0.002289082893698397,14.400002360343933,2459575.551892222
20:14:57,33.61782865882794,39.108695983886705,0.0022884606242987893,0.0023020634586521744,14.400002360343933,2459575.5520588886
20:15:12,33.58487482043648,39.141712188720696,0.0022928417901938625,0.0022927916265426855,14.400002360343933,2459575.5522255553
20:15:26,33.551857893245796,39.174697875976555,0.002297220408655485,0.002290672350630888,14.400002360343933,2459575.552392222
20:15:41,33.518777913938926,39.207656860351555,0.0023016157397204814,0.002288817984208497,14.400002360343933,2459575.5525588887
20:15:55,33.48563464185435,39.24058532714843,0.002306008522613852,0.002286698708297193,14.400002360343933,2459575.5527255554
20:16:9,33.452428113685734,39.273483276367195,0.0023181319669885797,0.002292219866403481,14.35200423002243,2459575.552892222
20:16:24,33.419158273889764,39.30635833740235,0.0023071155672589197,0.002275405586842011,14.448000490665436,2459575.553058333
20:16:38,33.385825067041985,39.33919906616211,0.0023192099821762197,0.0022806057900517,14.400002360343933,2459575.5532255555
20:16:53,33.352428437824514,39.37200927734375,0.002323618142168637,0.0022784865141408893,14.400002360343933,2459575.553392222
20:17:7,33.31896833109275,39.40479278564453,0.00232803012898373,0.0022766321477184982,14.400002360343933,2459575.553558889
20:17:21,33.28544469174043,39.43754959106445,0.0023324459301939104,0.0022747777812961068,14.400002360343933,2459575.5537255555
20:17:36,33.25185746484026,39.47027587890624,0.0023368655381075546,0.0022726585053843094,14.400002360343933,2459575.5538922222
20:17:50,33.21820659557571,39.50297164916992,0.002333510879640528,0.0022629962038555485,14.448000490665436,2459575.554058889
20:18:5,33.18449202924169,39.53564071655274,0.00235356763235842,0.0022762785211769753,14.351963996887207,2459575.554226111
20:18:19,33.15071371131784,39.568279266357436,0.0023579880459265977,0.002266565587140297,14.400002360343933,2459575.554392222
20:18:33,33.116758677890836,39.60099792480469,0.0023467409286052517,0.0022721286864059898,14.400002360343933,2459575.5545588885
20:18:48,33.082965602979804,39.63346481323242,0.0023511833980313216,0.0022471544383397954,14.448000490665436,2459575.5547255552
20:19:2,33.0489957040914,39.66601562500001,0.0023634626281518797,0.002260472668895297,14.400002360343933,2459575.5548927775
20:19:17,33.01496183666743,39.69853591918945,0.002383754329835381,0.0022659061179356407,14.35200423002243,2459575.555059444
20:19:31,32.9807501844423,39.731132507324226,0.0023723732090832625,0.0022636515827622536,14.400002360343933,2459575.5552255553
20:19:45,32.946588004631884,39.76359558105469,0.002368890188158756,0.002254379750649311,14.400002360343933,2459575.555392222
